WeekEnding,HSCP,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20210404,S37000004,4,Emergency,,28,30.5,-8.2
20210404,S37000004,5,Emergency,,15,12.5,20
20210404,S37000005,1,Emergency,,71,138,-48.6
20210404,S37000005,2,Emergency,,61,104.5,-41.6
20210404,S37000005,3,Emergency,,41,86.5,-52.6
20210404,S37000005,4,Emergency,,57,95,-40
20210404,S37000005,5,Emergency,,54,84,-35.7
20210404,S37000006,1,Emergency,,25,45.5,-45.1
20210404,S37000006,2,Emergency,,84,93.5,-10.2
20210404,S37000006,3,Emergency,,125,137.5,-9.1
20210404,S37000006,4,Emergency,,47,47,0
20210404,S37000006,5,Emergency,,24,25,-4
20210404,S37000007,1,Emergency,,176,150.5,16.9
20210404,S37000007,2,Emergency,,67,71,-5.6
20210404,S37000007,3,Emergency,,24,39.5,-39.2
20210404,S37000007,4,Emergency,,33,45.5,-27.5
20210404,S37000007,5,Emergency,,31,46,-32.6
20210404,S37000008,1,Emergency,,119,149,-20.1
20210404,S37000008,2,Emergency,,62,97.5,-36.4
20210404,S37000008,3,Emergency,,47,55.5,-15.3
20210404,S37000008,4,Emergency,,42,41,2.4
20210404,S37000008,5,Emergency,,22,26,-15.4
20210404,S37000009,1,Emergency,,11,6.5,69.2
20210404,S37000009,2,Emergency,,40,48,-16.7
20210404,S37000009,3,Emergency,,12,16,-25
20210404,S37000009,4,Emergency,,29,36.5,-20.5
20210404,S37000009,5,Emergency,,81,68.5,18.2
20210404,S37000010,1,Emergency,,12,12,0
20210404,S37000010,2,Emergency,,87,64,35.9
20210404,S37000010,3,Emergency,,58,34.5,68.1
20210404,S37000010,4,Emergency,,44,24,83.3
20210404,S37000010,5,Emergency,,32,25,28
20210404,S37000011,1,Emergency,,17,16.5,3
20210404,S37000011,2,Emergency,,27,22.5,20
20210404,S37000011,3,Emergency,,12,17,-29.4
20210404,S37000011,4,Emergency,,46,27,70.4
20210404,S37000011,5,Emergency,,52,57,-8.8
20210404,S37000012,1,Emergency,,179,148.5,20.5
20210404,S37000012,2,Emergency,,167,155,7.7
20210404,S37000012,3,Emergency,,110,106.5,3.3
20210404,S37000012,4,Emergency,,137,132,3.8
20210404,S37000012,5,Emergency,,277,251,10.4
20210404,S37000013,1,Emergency,,79,129,-38.8
20210404,S37000013,2,Emergency,,88,180.5,-51.2
20210404,S37000013,3,Emergency,,86,161,-46.6
20210404,S37000013,4,Emergency,,51,88.5,-42.4
20210404,S37000013,5,Emergency,,49,81.5,-39.9
20210404,S37000016,1,Emergency,,75,65.5,14.5
20210404,S37000016,2,Emergency,,96,110.5,-13.1
20210404,S37000016,3,Emergency,,168,166.5,0.9
20210404,S37000016,4,Emergency,,147,128,14.8
20210404,S37000016,5,Emergency,,35,36.5,-4.1
20210404,S37000017,1,Emergency,,102,91,12.1
20210404,S37000017,2,Emergency,,17,23.5,-27.7
20210404,S37000017,3,Emergency,,15,22.5,-33.3
20210404,S37000017,4,Emergency,,15,17,-11.8
20210404,S37000017,5,Emergency,,16,19.5,-17.9
20210404,S37000018,1,Emergency,,25,32.5,-23.1
20210404,S37000018,2,Emergency,,80,80.5,-0.6
20210404,S37000018,3,Emergency,,44,36.5,20.5
20210404,S37000018,4,Emergency,,37,22.5,64.4
20210404,S37000018,5,Emergency,,15,12,25
20210404,S37000019,1,Emergency,,12,9,33.3
20210404,S37000019,2,Emergency,,39,29.5,32.2
20210404,S37000019,3,Emergency,,53,56,-5.4
20210404,S37000019,4,Emergency,,53,61,-13.1
20210404,S37000019,5,Emergency,,20,17.5,14.3
20210404,S37000020,1,Emergency,,145,198,-26.8
20210404,S37000020,2,Emergency,,61,61,0
20210404,S37000020,3,Emergency,,47,56,-16.1
20210404,S37000020,4,Emergency,,34,40.5,-16
20210404,S37000020,5,Emergency,,20,23,-13
20210404,S37000022,2,Emergency,,8,5.5,45.5
20210404,S37000022,3,Emergency,,13,8.5,52.9
20210404,S37000022,4,Emergency,,22,14.5,51.7
20210404,S37000024,1,Emergency,,121,107,13.1
20210404,S37000024,2,Emergency,,94,102.5,-8.3
20210404,S37000024,3,Emergency,,50,48,4.2
20210404,S37000024,4,Emergency,,44,35,25.7
20210404,S37000024,5,Emergency,,31,43.5,-28.7
20210404,S37000025,1,Emergency,,20,19.5,2.6
20210404,S37000025,2,Emergency,,38,58.5,-35
20210404,S37000025,3,Emergency,,81,93,-12.9
20210404,S37000025,4,Emergency,,64,53,20.8
20210404,S37000025,5,Emergency,,17,8.5,100
20210404,S37000026,3,Emergency,,22,14,57.1
20210404,S37000026,4,Emergency,,18,26,-30.8
20210404,S37000027,1,Emergency,,70,86.5,-19.1
20210404,S37000027,2,Emergency,,78,110.5,-29.4
20210404,S37000027,3,Emergency,,50,69,-27.5
20210404,S37000027,4,Emergency,,35,56,-37.5
20210404,S37000027,5,Emergency,,48,54,-11.1
20210404,S37000028,1,Emergency,,168,203.5,-17.4
20210404,S37000028,2,Emergency,,197,204.5,-3.7
20210404,S37000028,3,Emergency,,147,151.5,-3
20210404,S37000028,4,Emergency,,95,127,-25.2
20210404,S37000028,5,Emergency,,64,101,-36.6
20210404,S37000029,1,Emergency,,98,87.5,12
20210404,S37000029,2,Emergency,,57,50.5,12.9
20210404,S37000029,3,Emergency,,35,31.5,11.1
20210404,S37000029,4,Emergency,,19,10,90
20210404,S37000030,1,Emergency,,97,86,12.8
20210404,S37000030,2,Emergency,,151,123.5,22.3
20210404,S37000030,3,Emergency,,88,93,-5.4
20210404,S37000030,4,Emergency,,75,61.5,22
20210404,S37000030,5,Emergency,,55,47.5,15.8
20210404,S37000031,2,Emergency,,5,12,-58.3
20210404,S37000031,3,Emergency,,39,59,-33.9
20210404,S37000032,1,Emergency,,227,251.5,-9.7
20210404,S37000032,2,Emergency,,201,221.5,-9.3
20210404,S37000032,3,Emergency,,166,154.5,7.4
20210404,S37000032,4,Emergency,,159,155,2.6
20210404,S37000032,5,Emergency,,121,123.5,-2
20210404,S37000033,1,Emergency,,25,18,38.9
20210404,S37000033,2,Emergency,,51,43.5,17.2
20210404,S37000033,3,Emergency,,77,74.5,3.4
20210404,S37000033,4,Emergency,,108,107.5,0.5
20210404,S37000033,5,Emergency,,59,64.5,-8.5
20210404,S37000034,1,Emergency,,693,759.5,-8.8
20210404,S37000034,2,Emergency,,214,232,-7.8
20210404,S37000034,3,Emergency,,125,119.5,4.6
20210404,S37000034,4,Emergency,,81,88,-8
20210404,S37000034,5,Emergency,,70,65.5,6.9
20210404,S37000035,1,Emergency,,344,360.5,-4.6
20210404,S37000035,2,Emergency,,271,256.5,5.7
20210404,S37000035,3,Emergency,,86,108,-20.4
20210404,S37000035,4,Emergency,,91,99.5,-8.5
20210404,S37000035,5,Emergency,,50,61.5,-18.7
20210411,S37000001,1,Emergency,,40,49,-18.4
20210411,S37000001,2,Emergency,,97,108.5,-10.6
20210411,S37000001,3,Emergency,,73,56.5,29.2
20210411,S37000001,4,Emergency,,60,46,30.4
20210411,S37000001,5,Emergency,,102,98,4.1
20210411,S37000002,1,Emergency,,13,15.5,-16.1
20210411,S37000002,2,Emergency,,34,48,-29.2
20210411,S37000002,3,Emergency,,88,93.5,-5.9
20210411,S37000002,4,Emergency,,147,150,-2
20210411,S37000002,5,Emergency,,99,83.5,18.6
20210411,S37000003,1,Emergency,,30,22.5,33.3
20210411,S37000003,2,Emergency,,47,57.5,-18.3
20210411,S37000003,3,Emergency,,61,62,-1.6
20210411,S37000003,4,Emergency,,59,55,7.3
20210411,S37000003,5,Emergency,,28,25,12
20210411,S37000004,1,Emergency,,16,21,-23.8
20210411,S37000004,2,Emergency,,20,45,-55.6
20210411,S37000004,3,Emergency,,70,66.5,5.3
20210411,S37000004,4,Emergency,,35,36,-2.8
20210411,S37000004,5,Emergency,,10,12,-16.7
20210411,S37000005,1,Emergency,,77,118.5,-35
20210411,S37000005,2,Emergency,,50,96.5,-48.2
20210411,S37000005,3,Emergency,,42,80.5,-47.8
20210411,S37000005,4,Emergency,,70,100,-30
20210411,S37000005,5,Emergency,,49,83.5,-41.3
20210411,S37000006,1,Emergency,,41,48,-14.6
20210411,S37000006,2,Emergency,,92,108,-14.8
20210411,S37000006,3,Emergency,,140,139.5,0.4
20210411,S37000006,4,Emergency,,57,49,16.3
20210411,S37000006,5,Emergency,,29,25,16
20210411,S37000007,1,Emergency,,136,154,-11.7
20210411,S37000007,2,Emergency,,64,68.5,-6.6
20210411,S37000007,3,Emergency,,37,33,12.1
20210411,S37000007,4,Emergency,,30,40,-25
20210411,S37000007,5,Emergency,,29,45.5,-36.3
20210411,S37000008,1,Emergency,,108,122.5,-11.8
20210411,S37000008,2,Emergency,,84,86,-2.3
20210411,S37000008,3,Emergency,,57,67,-14.9
20210411,S37000008,4,Emergency,,31,35.5,-12.7
20210411,S37000008,5,Emergency,,26,25.5,2
20210411,S37000009,1,Emergency,,12,10.5,14.3
20210411,S37000009,2,Emergency,,43,49.5,-13.1
20210411,S37000009,3,Emergency,,21,13,61.5
20210411,S37000009,4,Emergency,,38,43.5,-12.6
20210411,S37000009,5,Emergency,,80,76.5,4.6
20210411,S37000010,1,Emergency,,11,15,-26.7
20210411,S37000010,2,Emergency,,80,60.5,32.2
20210411,S37000010,3,Emergency,,49,39,25.6
20210411,S37000010,4,Emergency,,40,28,42.9
20210411,S37000010,5,Emergency,,43,25,72
20210411,S37000011,1,Emergency,,12,16.5,-27.3
20210411,S37000011,2,Emergency,,15,17.5,-14.3
20210411,S37000011,3,Emergency,,12,13,-7.7
20210411,S37000011,4,Emergency,,32,34,-5.9
20210411,S37000011,5,Emergency,,51,67,-23.9
20210411,S37000012,1,Emergency,,160,148.5,7.7
20210411,S37000012,2,Emergency,,168,153.5,9.4
20210411,S37000012,3,Emergency,,93,100.5,-7.5
20210411,S37000012,4,Emergency,,134,118.5,13.1
20210411,S37000012,5,Emergency,,246,269.5,-8.7
20210411,S37000013,1,Emergency,,61,142,-57
20210411,S37000013,2,Emergency,,100,174,-42.5
20210411,S37000013,3,Emergency,,76,158,-51.9
20210411,S37000013,4,Emergency,,44,86.5,-49.1
20210411,S37000013,5,Emergency,,35,73.5,-52.4
20210411,S37000016,1,Emergency,,51,68.5,-25.5
20210411,S37000016,2,Emergency,,77,100.5,-23.4
20210411,S37000016,3,Emergency,,146,150,-2.7
20210411,S37000016,4,Emergency,,136,149,-8.7
20210411,S37000016,5,Emergency,,27,31.5,-14.3
20210411,S37000017,1,Emergency,,70,100,-30
20210411,S37000017,2,Emergency,,27,30.5,-11.5
20210411,S37000017,3,Emergency,,14,23,-39.1
20210411,S37000017,4,Emergency,,17,19,-10.5
20210411,S37000017,5,Emergency,,19,24.5,-22.4
20210411,S37000018,1,Emergency,,21,24,-12.5
20210411,S37000018,2,Emergency,,70,74.5,-6
20210411,S37000018,3,Emergency,,43,43,0
20210411,S37000018,4,Emergency,,52,31.5,65.1
20210411,S37000018,5,Emergency,,20,11.5,73.9
20210411,S37000019,1,Emergency,,5,6,-16.7
20210411,S37000019,2,Emergency,,33,32,3.1
20210411,S37000019,3,Emergency,,59,61,-3.3
20210411,S37000019,4,Emergency,,58,61,-4.9
20210411,S37000019,5,Emergency,,15,12,25
20210411,S37000020,1,Emergency,,159,191,-16.8
20210411,S37000020,2,Emergency,,73,83.5,-12.6
20210411,S37000020,3,Emergency,,54,48,12.5
20210411,S37000020,4,Emergency,,36,42,-14.3
20210411,S37000020,5,Emergency,,22,28,-21.4
20210411,S37000022,2,Emergency,,5,7.5,-33.3
20210411,S37000022,4,Emergency,,30,29,3.4
20210411,S37000024,1,Emergency,,113,109,3.7
20210411,S37000024,2,Emergency,,80,85,-5.9
20210411,S37000024,3,Emergency,,45,52,-13.5
20210411,S37000024,4,Emergency,,31,47,-34
20210411,S37000024,5,Emergency,,48,50.5,-5
20210411,S37000025,1,Emergency,,18,16.5,9.1
20210411,S37000025,2,Emergency,,49,42.5,15.3
20210411,S37000025,3,Emergency,,85,97,-12.4
20210411,S37000025,4,Emergency,,57,62,-8.1
20210411,S37000025,5,Emergency,,13,15.5,-16.1
20210411,S37000026,3,Emergency,,20,18.5,8.1
20210411,S37000026,4,Emergency,,12,16.5,-27.3
20210411,S37000027,1,Emergency,,67,67,0
20210411,S37000027,2,Emergency,,67,88.5,-24.3
20210411,S37000027,3,Emergency,,73,72.5,0.7
20210411,S37000027,4,Emergency,,54,53,1.9
20210411,S37000027,5,Emergency,,60,60.5,-0.8
20210411,S37000028,1,Emergency,,174,204.5,-14.9
20210411,S37000028,2,Emergency,,190,220,-13.6
20210411,S37000028,3,Emergency,,130,164.5,-21
20210411,S37000028,4,Emergency,,87,105,-17.1
20210411,S37000028,5,Emergency,,69,100,-31
20210411,S37000029,1,Emergency,,96,87.5,9.7
20210411,S37000029,2,Emergency,,58,51.5,12.6
20210411,S37000029,3,Emergency,,30,31.5,-4.8
20210411,S37000029,4,Emergency,,6,15,-60
20210411,S37000029,5,Emergency,,5,6,-16.7
20210411,S37000030,1,Emergency,,75,88,-14.8
20210411,S37000030,2,Emergency,,140,129.5,8.1
20210411,S37000030,3,Emergency,,94,91.5,2.7
20210411,S37000030,4,Emergency,,76,65,16.9
20210411,S37000030,5,Emergency,,53,52.5,1
20210411,S37000031,2,Emergency,,10,14.5,-31
20210411,S37000031,3,Emergency,,41,48,-14.6
20210411,S37000032,1,Emergency,,232,248,-6.5
20210411,S37000032,2,Emergency,,213,217.5,-2.1
20210411,S37000032,3,Emergency,,161,180,-10.6
20210411,S37000032,4,Emergency,,129,148.5,-13.1
20210411,S37000032,5,Emergency,,119,113,5.3
20210411,S37000033,1,Emergency,,22,23.5,-6.4
20210411,S37000033,2,Emergency,,35,45.5,-23.1
20210411,S37000033,3,Emergency,,83,64.5,28.7
20210411,S37000033,4,Emergency,,103,101.5,1.5
20210411,S37000033,5,Emergency,,66,47.5,38.9
20210411,S37000034,1,Emergency,,698,744.5,-6.2
20210411,S37000034,2,Emergency,,185,224,-17.4
20210411,S37000034,3,Emergency,,149,117.5,26.8
20210411,S37000034,4,Emergency,,84,111.5,-24.7
20210411,S37000034,5,Emergency,,58,73,-20.5
20210411,S37000035,1,Emergency,,309,389.5,-20.7
20210411,S37000035,2,Emergency,,221,270.5,-18.3
20210411,S37000035,3,Emergency,,104,110.5,-5.9
20210411,S37000035,4,Emergency,,83,106,-21.7
20210411,S37000035,5,Emergency,,59,59,0
20210418,S37000001,1,Emergency,,58,56.5,2.7
20210418,S37000001,2,Emergency,,100,103,-2.9
20210418,S37000001,3,Emergency,,50,70.5,-29.1
20210418,S37000001,4,Emergency,,45,41.5,8.4
20210418,S37000001,5,Emergency,,118,103,14.6
20210418,S37000002,1,Emergency,,12,13,-7.7
20210418,S37000002,2,Emergency,,48,50.5,-5
20210418,S37000002,3,Emergency,,80,91,-12.1
20210418,S37000002,4,Emergency,,163,135.5,20.3
20210418,S37000002,5,Emergency,,102,78.5,29.9
20210418,S37000003,1,Emergency,,22,19.5,12.8
20210418,S37000003,2,Emergency,,56,64.5,-13.2
20210418,S37000003,3,Emergency,,56,67.5,-17
20210418,S37000003,4,Emergency,,66,55,20
20210418,S37000003,5,Emergency,,12,25,-52
20210418,S37000004,1,Emergency,,13,25,-48
20210418,S37000004,2,Emergency,,24,34.5,-30.4
20210418,S37000004,3,Emergency,,63,62,1.6
20210418,S37000004,4,Emergency,,31,35,-11.4
20210418,S37000004,5,Emergency,,10,13.5,-25.9
20210418,S37000005,1,Emergency,,56,99.5,-43.7
20210418,S37000005,2,Emergency,,65,105.5,-38.4
20210418,S37000005,3,Emergency,,50,51,-2
20210418,S37000005,4,Emergency,,73,95,-23.2
20210418,S37000005,5,Emergency,,57,65,-12.3
20210418,S37000006,1,Emergency,,40,39.5,1.3
20210418,S37000006,2,Emergency,,98,97,1
20210418,S37000006,3,Emergency,,129,143.5,-10.1
20210418,S37000006,4,Emergency,,50,53,-5.7
20210418,S37000006,5,Emergency,,16,19,-15.8
20210418,S37000007,1,Emergency,,154,167,-7.8
20210418,S37000007,2,Emergency,,60,70,-14.3
20210418,S37000007,3,Emergency,,37,30,23.3
20210418,S37000007,4,Emergency,,41,36.5,12.3
20210418,S37000007,5,Emergency,,35,32,9.4
20210418,S37000008,1,Emergency,,96,120,-20
20210418,S37000008,2,Emergency,,79,93.5,-15.5
20210418,S37000008,3,Emergency,,54,50,8
20210418,S37000008,4,Emergency,,30,37,-18.9
20210418,S37000008,5,Emergency,,22,25,-12
20210418,S37000009,1,Emergency,,8,10.5,-23.8
20210418,S37000009,2,Emergency,,33,59.5,-44.5
20210418,S37000009,3,Emergency,,25,13.5,85.2
20210418,S37000009,4,Emergency,,27,49.5,-45.5
20210418,S37000009,5,Emergency,,73,87.5,-16.6
20210418,S37000010,1,Emergency,,10,15.5,-35.5
20210418,S37000010,2,Emergency,,80,61,31.1
20210418,S37000010,3,Emergency,,59,34.5,71
20210418,S37000010,4,Emergency,,32,25,28
20210418,S37000010,5,Emergency,,28,24.5,14.3
20210418,S37000011,1,Emergency,,18,13.5,33.3
20210418,S37000011,2,Emergency,,20,19,5.3
20210418,S37000011,3,Emergency,,14,11.5,21.7
20210418,S37000011,4,Emergency,,27,36.5,-26
20210418,S37000011,5,Emergency,,91,74,23
20210418,S37000012,1,Emergency,,149,155,-3.9
20210418,S37000012,2,Emergency,,165,140.5,17.4
20210418,S37000012,3,Emergency,,120,99,21.2
20210418,S37000012,4,Emergency,,124,122.5,1.2
20210418,S37000012,5,Emergency,,273,271,0.7
20210418,S37000013,1,Emergency,,81,128.5,-37
20210418,S37000013,2,Emergency,,101,158,-36.1
20210418,S37000013,3,Emergency,,79,145.5,-45.7
20210418,S37000013,4,Emergency,,52,89.5,-41.9
20210418,S37000013,5,Emergency,,35,73.5,-52.4
20210418,S37000016,1,Emergency,,51,78.5,-35
20210418,S37000016,2,Emergency,,74,104,-28.8
20210418,S37000016,3,Emergency,,158,163.5,-3.4
20210418,S37000016,4,Emergency,,143,140.5,1.8
20210418,S37000016,5,Emergency,,26,30,-13.3
20210418,S37000017,1,Emergency,,102,94,8.5
20210418,S37000017,2,Emergency,,22,22,0
20210418,S37000017,3,Emergency,,19,24,-20.8
20210418,S37000017,4,Emergency,,15,27,-44.4
20210418,S37000017,5,Emergency,,15,13,15.4
20210418,S37000018,1,Emergency,,21,22.5,-6.7
20210418,S37000018,2,Emergency,,70,64,9.4
20210418,S37000018,3,Emergency,,61,42,45.2
20210418,S37000018,4,Emergency,,36,26.5,35.8
20210418,S37000018,5,Emergency,,34,19.5,74.4
20210418,S37000019,1,Emergency,,6,7,-14.3
20210418,S37000019,2,Emergency,,37,31,19.4
20210418,S37000019,3,Emergency,,65,51.5,26.2
20210418,S37000019,4,Emergency,,62,53.5,15.9
20210418,S37000019,5,Emergency,,16,22.5,-28.9
20210418,S37000020,1,Emergency,,160,193.5,-17.3
20210418,S37000020,2,Emergency,,60,64,-6.2
20210418,S37000020,3,Emergency,,28,47,-40.4
20210418,S37000020,4,Emergency,,52,41,26.8
20210418,S37000020,5,Emergency,,32,18,77.8
20210418,S37000022,2,Emergency,,11,5,120
20210418,S37000022,3,Emergency,,6,6.5,-7.7
20210418,S37000022,4,Emergency,,31,19.5,59
20210418,S37000024,1,Emergency,,106,106,0
20210418,S37000024,2,Emergency,,85,88.5,-4
20210418,S37000024,3,Emergency,,65,62.5,4
20210418,S37000024,4,Emergency,,49,34,44.1
20210418,S37000024,5,Emergency,,62,51.5,20.4
20210418,S37000025,1,Emergency,,24,18.5,29.7
20210418,S37000025,2,Emergency,,42,50,-16
20210418,S37000025,3,Emergency,,89,84,6
20210418,S37000025,4,Emergency,,55,65,-15.4
20210418,S37000025,5,Emergency,,13,17,-23.5
20210418,S37000026,3,Emergency,,16,22,-27.3
20210418,S37000026,4,Emergency,,13,19,-31.6
20210418,S37000027,1,Emergency,,77,74.5,3.4
20210418,S37000027,2,Emergency,,87,98.5,-11.7
20210418,S37000027,3,Emergency,,61,70,-12.9
20210418,S37000027,4,Emergency,,36,45.5,-20.9
20210418,S37000027,5,Emergency,,60,55,9.1
20210418,S37000028,1,Emergency,,143,195,-26.7
20210418,S37000028,2,Emergency,,179,196,-8.7
20210418,S37000028,3,Emergency,,154,149.5,3
20210418,S37000028,4,Emergency,,117,102,14.7
20210418,S37000028,5,Emergency,,82,90,-8.9
20210418,S37000029,1,Emergency,,92,77.5,18.7
20210418,S37000029,2,Emergency,,50,55,-9.1
20210418,S37000029,3,Emergency,,28,26.5,5.7
20210418,S37000029,4,Emergency,,9,14.5,-37.9
20210418,S37000029,5,Emergency,,11,5.5,100
20210418,S37000030,1,Emergency,,87,78,11.5
20210418,S37000030,2,Emergency,,132,148,-10.8
20210418,S37000030,3,Emergency,,94,77,22.1
20210418,S37000030,4,Emergency,,74,57,29.8
20210418,S37000030,5,Emergency,,45,45,0
20210418,S37000031,2,Emergency,,8,9.5,-15.8
20210418,S37000031,3,Emergency,,45,55,-18.2
20210418,S37000032,1,Emergency,,253,225.5,12.2
20210418,S37000032,2,Emergency,,208,220.5,-5.7
20210418,S37000032,3,Emergency,,168,181,-7.2
20210418,S37000032,4,Emergency,,144,149.5,-3.7
20210418,S37000032,5,Emergency,,133,122,9
20210418,S37000033,1,Emergency,,39,21.5,81.4
20210418,S37000033,2,Emergency,,56,52.5,6.7
20210418,S37000033,3,Emergency,,70,66,6.1
20210418,S37000033,4,Emergency,,91,100,-9
20210418,S37000033,5,Emergency,,57,61.5,-7.3
20210418,S37000034,1,Emergency,,691,765,-9.7
20210418,S37000034,2,Emergency,,213,228,-6.6
20210418,S37000034,3,Emergency,,110,146.5,-24.9
20210418,S37000034,4,Emergency,,106,101,5
20210418,S37000034,5,Emergency,,63,77,-18.2
20210418,S37000035,1,Emergency,,323,330,-2.1
20210418,S37000035,2,Emergency,,219,263.5,-16.9
20210418,S37000035,3,Emergency,,114,111,2.7
20210418,S37000035,4,Emergency,,73,100,-27
20210418,S37000035,5,Emergency,,64,44,45.5
20210425,S37000001,1,Emergency,,59,66,-10.6
20210425,S37000001,2,Emergency,,113,117,-3.4
20210425,S37000001,3,Emergency,,66,64,3.1
20210425,S37000001,4,Emergency,,47,60,-21.7
20210425,S37000001,5,Emergency,,124,115,7.8
20210425,S37000002,1,Emergency,,9,19,-52.6
20210425,S37000002,2,Emergency,,33,46.5,-29
20210425,S37000002,3,Emergency,,103,93.5,10.2
20210425,S37000002,4,Emergency,,151,146,3.4
20210425,S37000002,5,Emergency,,106,94.5,12.2
20210425,S37000003,1,Emergency,,23,23,0
20210425,S37000003,2,Emergency,,45,59.5,-24.4
20210425,S37000003,3,Emergency,,64,71,-9.9
20210425,S37000003,4,Emergency,,59,56,5.4
20210425,S37000003,5,Emergency,,21,25.5,-17.6
20210425,S37000004,1,Emergency,,16,25.5,-37.3
20210425,S37000004,2,Emergency,,34,34,0
20210425,S37000004,3,Emergency,,77,76,1.3
20210425,S37000004,4,Emergency,,40,32,25
20210425,S37000004,5,Emergency,,9,9.5,-5.3
20210425,S37000005,1,Emergency,,67,94.5,-29.1
20210425,S37000005,2,Emergency,,69,76,-9.2
20210425,S37000005,3,Emergency,,58,55.5,4.5
20210425,S37000005,4,Emergency,,53,74.5,-28.9
20210425,S37000005,5,Emergency,,54,60.5,-10.7
20210425,S37000006,1,Emergency,,46,39.5,16.5
20210425,S37000006,2,Emergency,,96,107.5,-10.7
20210425,S37000006,3,Emergency,,131,136,-3.7
20210425,S37000006,4,Emergency,,47,52,-9.6
20210425,S37000006,5,Emergency,,26,26,0
20210425,S37000007,1,Emergency,,172,160,7.5
20210425,S37000007,2,Emergency,,60,73.5,-18.4
20210425,S37000007,3,Emergency,,26,39.5,-34.2
20210425,S37000007,4,Emergency,,43,43.5,-1.1
20210425,S37000007,5,Emergency,,29,40,-27.5
20210425,S37000008,1,Emergency,,107,132.5,-19.2
20210425,S37000008,2,Emergency,,82,87.5,-6.3
20210425,S37000008,3,Emergency,,32,55.5,-42.3
20210425,S37000008,4,Emergency,,31,38.5,-19.5
20210425,S37000008,5,Emergency,,19,25,-24
20210425,S37000009,1,Emergency,,9,16.5,-45.5
20210425,S37000009,2,Emergency,,45,47,-4.3
20210425,S37000009,3,Emergency,,19,17,11.8
20210425,S37000009,4,Emergency,,32,37,-13.5
20210425,S37000009,5,Emergency,,82,78,5.1
20210425,S37000010,1,Emergency,,16,11,45.5
20210425,S37000010,2,Emergency,,67,59.5,12.6
20210425,S37000010,3,Emergency,,34,43.5,-21.8
20210425,S37000010,4,Emergency,,35,30.5,14.8
20210425,S37000010,5,Emergency,,23,20,15
20210425,S37000011,1,Emergency,,7,17.5,-60
20210425,S37000011,2,Emergency,,25,18.5,35.1
20210425,S37000011,3,Emergency,,12,15.5,-22.6
20210425,S37000011,4,Emergency,,33,33.5,-1.5
20210425,S37000011,5,Emergency,,59,78,-24.4
20210425,S37000012,1,Emergency,,167,143.5,16.4
20210425,S37000012,2,Emergency,,171,147,16.3
20210425,S37000012,3,Emergency,,98,100,-2
20210425,S37000012,4,Emergency,,143,121,18.2
20210425,S37000012,5,Emergency,,307,227,35.2
20210425,S37000013,1,Emergency,,73,105.5,-30.8
20210425,S37000013,2,Emergency,,113,119.5,-5.4
20210425,S37000013,3,Emergency,,83,123.5,-32.8
20210425,S37000013,4,Emergency,,62,63.5,-2.4
20210425,S37000013,5,Emergency,,40,61,-34.4
20210425,S37000016,1,Emergency,,67,70,-4.3
20210425,S37000016,2,Emergency,,88,109.5,-19.6
20210425,S37000016,3,Emergency,,190,143.5,32.4
20210425,S37000016,4,Emergency,,127,135.5,-6.3
20210425,S37000016,5,Emergency,,32,34.5,-7.2
20210425,S37000017,1,Emergency,,94,104,-9.6
20210425,S37000017,2,Emergency,,19,21.5,-11.6
20210425,S37000017,3,Emergency,,15,21.5,-30.2
20210425,S37000017,4,Emergency,,17,25.5,-33.3
20210425,S37000017,5,Emergency,,21,17.5,20
20210425,S37000018,1,Emergency,,16,23,-30.4
20210425,S37000018,2,Emergency,,69,72,-4.2
20210425,S37000018,3,Emergency,,47,42.5,10.6
20210425,S37000018,4,Emergency,,28,24.5,14.3
20210425,S37000018,5,Emergency,,27,16,68.8
20210425,S37000019,1,Emergency,,6,9,-33.3
20210425,S37000019,2,Emergency,,42,32.5,29.2
20210425,S37000019,3,Emergency,,62,59.5,4.2
20210425,S37000019,4,Emergency,,61,50.5,20.8
20210425,S37000019,5,Emergency,,23,17,35.3
20210425,S37000020,1,Emergency,,161,192,-16.1
20210425,S37000020,2,Emergency,,68,69.5,-2.2
20210425,S37000020,3,Emergency,,47,54.5,-13.8
20210425,S37000020,4,Emergency,,47,39,20.5
20210425,S37000020,5,Emergency,,17,27,-37
20210425,S37000022,2,Emergency,,5,6,-16.7
20210425,S37000022,3,Emergency,,9,7.5,20
20210425,S37000022,4,Emergency,,17,16.5,3
20210425,S37000024,1,Emergency,,98,108,-9.3
20210425,S37000024,2,Emergency,,98,84.5,16
20210425,S37000024,3,Emergency,,66,58.5,12.8
20210425,S37000024,4,Emergency,,28,41.5,-32.5
20210425,S37000024,5,Emergency,,56,58.5,-4.3
20210425,S37000025,1,Emergency,,19,21.5,-11.6
20210425,S37000025,2,Emergency,,48,41,17.1
20210425,S37000025,3,Emergency,,86,103.5,-16.9
20210425,S37000025,4,Emergency,,67,48.5,38.1
20210425,S37000025,5,Emergency,,9,14,-35.7
20210425,S37000026,3,Emergency,,14,12.5,12
20210425,S37000026,4,Emergency,,12,22.5,-46.7
20210425,S37000027,1,Emergency,,65,75,-13.3
20210425,S37000027,2,Emergency,,77,88.5,-13
20210425,S37000027,3,Emergency,,59,70.5,-16.3
20210425,S37000027,4,Emergency,,47,41,14.6
