week_ending,hb,hbqf,simd_quintile,admission_type,admission_type_qf,number_admissions,average20182019,percent_variation,hb_name,month,year
2020-01-05,S08000015,NA,1,All,d,368,396,-7.1,NHS Ayrshire and Arran,Jan,2020
2020-01-05,S08000015,NA,2,All,d,249,275,-9.5,NHS Ayrshire and Arran,Jan,2020
2020-01-05,S08000015,NA,3,All,d,167,165.5,0.9,NHS Ayrshire and Arran,Jan,2020
2020-01-05,S08000015,NA,4,All,d,120,123,-2.4,NHS Ayrshire and Arran,Jan,2020
2020-01-05,S08000015,NA,5,All,d,78,115,-32.2,NHS Ayrshire and Arran,Jan,2020
2020-01-05,S08000016,NA,1,All,d,22,25.5,-13.7,NHS Borders,Jan,2020
2020-01-05,S08000016,NA,2,All,d,57,51,11.8,NHS Borders,Jan,2020
2020-01-05,S08000016,NA,3,All,d,97,101,-4,NHS Borders,Jan,2020
2020-01-05,S08000016,NA,4,All,d,83,72,15.3,NHS Borders,Jan,2020
2020-01-05,S08000016,NA,5,All,d,10,16.5,-39.4,NHS Borders,Jan,2020
2020-01-05,S08000017,NA,1,All,d,44,47,-6.4,NHS Dumfries and Galloway,Jan,2020
2020-01-05,S08000017,NA,2,All,d,123,120.5,2.1,NHS Dumfries and Galloway,Jan,2020
2020-01-05,S08000017,NA,3,All,d,130,141,-7.8,NHS Dumfries and Galloway,Jan,2020
2020-01-05,S08000017,NA,4,All,d,54,49,10.2,NHS Dumfries and Galloway,Jan,2020
2020-01-05,S08000017,NA,5,All,d,35,29.5,18.6,NHS Dumfries and Galloway,Jan,2020
2020-01-05,S08000019,NA,1,All,d,183,330.5,-44.6,NHS Forth Valley,Jan,2020
2020-01-05,S08000019,NA,2,All,d,201,334.5,-39.9,NHS Forth Valley,Jan,2020
2020-01-05,S08000019,NA,3,All,d,141,308.5,-54.3,NHS Forth Valley,Jan,2020
2020-01-05,S08000019,NA,4,All,d,124,211.5,-41.4,NHS Forth Valley,Jan,2020
2020-01-05,S08000019,NA,5,All,d,110,197.5,-44.3,NHS Forth Valley,Jan,2020
2020-01-05,S08000020,NA,1,All,d,93,91.5,1.6,NHS Grampian,Jan,2020
2020-01-05,S08000020,NA,2,All,d,227,226.5,0.2,NHS Grampian,Jan,2020
2020-01-05,S08000020,NA,3,All,d,281,257.5,9.1,NHS Grampian,Jan,2020
2020-01-05,S08000020,NA,4,All,d,301,315.5,-4.6,NHS Grampian,Jan,2020
2020-01-05,S08000020,NA,5,All,d,256,254.5,0.6,NHS Grampian,Jan,2020
2020-01-05,S08000022,NA,1,All,d,91,94.5,-3.7,NHS Highland,Jan,2020
2020-01-05,S08000022,NA,2,All,d,126,143.5,-12.2,NHS Highland,Jan,2020
2020-01-05,S08000022,NA,3,All,d,262,242.5,8,NHS Highland,Jan,2020
2020-01-05,S08000022,NA,4,All,d,207,163,27,NHS Highland,Jan,2020
2020-01-05,S08000022,NA,5,All,d,39,46,-15.2,NHS Highland,Jan,2020
2020-01-05,S08000024,NA,1,All,d,361,332.5,8.6,NHS Lothian,Jan,2020
2020-01-05,S08000024,NA,2,All,d,557,496.5,12.2,NHS Lothian,Jan,2020
2020-01-05,S08000024,NA,3,All,d,421,315,33.7,NHS Lothian,Jan,2020
2020-01-05,S08000024,NA,4,All,d,366,329.5,11.1,NHS Lothian,Jan,2020
2020-01-05,S08000024,NA,5,All,d,456,393,16,NHS Lothian,Jan,2020
2020-01-05,S08000025,NA,3,All,d,10,6.5,53.8,NHS Orkney,Jan,2020
2020-01-05,S08000025,NA,4,All,d,24,22,9.1,NHS Orkney,Jan,2020
2020-01-05,S08000026,NA,3,All,d,6,15.5,-61.3,NHS Shetland,Jan,2020
2020-01-05,S08000026,NA,4,All,d,19,18,5.6,NHS Shetland,Jan,2020
2020-01-05,S08000028,NA,2,All,d,8,17,-52.9,NHS Western Isles,Jan,2020
2020-01-05,S08000028,NA,3,All,d,56,64.5,-13.2,NHS Western Isles,Jan,2020
2020-01-05,S08000029,NA,1,All,d,243,255,-4.7,NHS Fife,Jan,2020
2020-01-05,S08000029,NA,2,All,d,222,223,-0.4,NHS Fife,Jan,2020
2020-01-05,S08000029,NA,3,All,d,176,165,6.7,NHS Fife,Jan,2020
2020-01-05,S08000029,NA,4,All,d,156,140,11.4,NHS Fife,Jan,2020
2020-01-05,S08000029,NA,5,All,d,112,117.5,-4.7,NHS Fife,Jan,2020
2020-01-05,S08000030,NA,1,All,d,252,258,-2.3,NHS Tayside,Jan,2020
2020-01-05,S08000030,NA,2,All,d,226,246.5,-8.3,NHS Tayside,Jan,2020
2020-01-05,S08000030,NA,3,All,d,193,223,-13.5,NHS Tayside,Jan,2020
2020-01-05,S08000030,NA,4,All,d,271,259,4.6,NHS Tayside,Jan,2020
2020-01-05,S08000030,NA,5,All,d,189,180.5,4.7,NHS Tayside,Jan,2020
2020-01-05,S08000031,NA,1,All,d,1410,1516.5,-7,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-05,S08000031,NA,2,All,d,745,723,3,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-05,S08000031,NA,3,All,d,527,498.5,5.7,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-05,S08000031,NA,4,All,d,402,448,-10.3,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-05,S08000031,NA,5,All,d,468,479,-2.3,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-05,S08000032,NA,1,All,d,564,553,2,NHS Lanarkshire,Jan,2020
2020-01-05,S08000032,NA,2,All,d,451,467,-3.4,NHS Lanarkshire,Jan,2020
2020-01-05,S08000032,NA,3,All,d,290,288,0.7,NHS Lanarkshire,Jan,2020
2020-01-05,S08000032,NA,4,All,d,197,199.5,-1.3,NHS Lanarkshire,Jan,2020
2020-01-05,S08000032,NA,5,All,d,134,136.5,-1.8,NHS Lanarkshire,Jan,2020
2020-01-05,S92000003,d,1,All,d,3632,3900.5,-6.9,Scotland,Jan,2020
2020-01-05,S92000003,d,2,All,d,3199,3334.5,-4.1,Scotland,Jan,2020
2020-01-05,S92000003,d,3,All,d,2757,2792,-1.3,Scotland,Jan,2020
2020-01-05,S92000003,d,4,All,d,2325,2351.5,-1.1,Scotland,Jan,2020
2020-01-05,S92000003,d,5,All,d,1887,1967,-4.1,Scotland,Jan,2020
2020-01-12,S08000015,NA,1,All,d,448,419,6.9,NHS Ayrshire and Arran,Jan,2020
2020-01-12,S08000015,NA,2,All,d,264,284,-7,NHS Ayrshire and Arran,Jan,2020
2020-01-12,S08000015,NA,3,All,d,156,209.5,-25.5,NHS Ayrshire and Arran,Jan,2020
2020-01-12,S08000015,NA,4,All,d,117,141.5,-17.3,NHS Ayrshire and Arran,Jan,2020
2020-01-12,S08000015,NA,5,All,d,101,114.5,-11.8,NHS Ayrshire and Arran,Jan,2020
2020-01-12,S08000016,NA,1,All,d,14,14,0,NHS Borders,Jan,2020
2020-01-12,S08000016,NA,2,All,d,50,60.5,-17.4,NHS Borders,Jan,2020
2020-01-12,S08000016,NA,3,All,d,97,108,-10.2,NHS Borders,Jan,2020
2020-01-12,S08000016,NA,4,All,d,63,66.5,-5.3,NHS Borders,Jan,2020
2020-01-12,S08000016,NA,5,All,d,11,17.5,-37.1,NHS Borders,Jan,2020
2020-01-12,S08000017,NA,1,All,d,44,58,-24.1,NHS Dumfries and Galloway,Jan,2020
2020-01-12,S08000017,NA,2,All,d,121,127.5,-5.1,NHS Dumfries and Galloway,Jan,2020
2020-01-12,S08000017,NA,3,All,d,172,180,-4.4,NHS Dumfries and Galloway,Jan,2020
2020-01-12,S08000017,NA,4,All,d,67,74.5,-10.1,NHS Dumfries and Galloway,Jan,2020
2020-01-12,S08000017,NA,5,All,d,41,31,32.3,NHS Dumfries and Galloway,Jan,2020
2020-01-12,S08000019,NA,1,All,d,202,296.5,-31.9,NHS Forth Valley,Jan,2020
2020-01-12,S08000019,NA,2,All,d,206,326,-36.8,NHS Forth Valley,Jan,2020
2020-01-12,S08000019,NA,3,All,d,143,285.5,-49.9,NHS Forth Valley,Jan,2020
2020-01-12,S08000019,NA,4,All,d,124,231.5,-46.4,NHS Forth Valley,Jan,2020
2020-01-12,S08000019,NA,5,All,d,126,175,-28,NHS Forth Valley,Jan,2020
2020-01-12,S08000020,NA,1,All,d,115,113,1.8,NHS Grampian,Jan,2020
2020-01-12,S08000020,NA,2,All,d,250,267,-6.4,NHS Grampian,Jan,2020
2020-01-12,S08000020,NA,3,All,d,314,300.5,4.5,NHS Grampian,Jan,2020
2020-01-12,S08000020,NA,4,All,d,372,383,-2.9,NHS Grampian,Jan,2020
2020-01-12,S08000020,NA,5,All,d,273,290.5,-6,NHS Grampian,Jan,2020
2020-01-12,S08000022,NA,1,All,d,105,91.5,14.8,NHS Highland,Jan,2020
2020-01-12,S08000022,NA,2,All,d,151,148,2,NHS Highland,Jan,2020
2020-01-12,S08000022,NA,3,All,d,266,272,-2.2,NHS Highland,Jan,2020
2020-01-12,S08000022,NA,4,All,d,204,188.5,8.2,NHS Highland,Jan,2020
2020-01-12,S08000022,NA,5,All,d,56,39.5,41.8,NHS Highland,Jan,2020
2020-01-12,S08000024,NA,1,All,d,370,363,1.9,NHS Lothian,Jan,2020
2020-01-12,S08000024,NA,2,All,d,643,565.5,13.7,NHS Lothian,Jan,2020
2020-01-12,S08000024,NA,3,All,d,435,411.5,5.7,NHS Lothian,Jan,2020
2020-01-12,S08000024,NA,4,All,d,411,338.5,21.4,NHS Lothian,Jan,2020
2020-01-12,S08000024,NA,5,All,d,467,473,-1.3,NHS Lothian,Jan,2020
2020-01-12,S08000025,NA,3,All,d,8,8,0,NHS Orkney,Jan,2020
2020-01-12,S08000025,NA,4,All,d,31,23,34.8,NHS Orkney,Jan,2020
2020-01-12,S08000026,NA,3,All,d,14,16.5,-15.2,NHS Shetland,Jan,2020
2020-01-12,S08000026,NA,4,All,d,17,24,-29.2,NHS Shetland,Jan,2020
2020-01-12,S08000028,NA,2,All,d,15,16,-6.2,NHS Western Isles,Jan,2020
2020-01-12,S08000028,NA,3,All,d,71,61,16.4,NHS Western Isles,Jan,2020
2020-01-12,S08000029,NA,1,All,d,258,246.5,4.7,NHS Fife,Jan,2020
2020-01-12,S08000029,NA,2,All,d,240,231.5,3.7,NHS Fife,Jan,2020
2020-01-12,S08000029,NA,3,All,d,174,183.5,-5.2,NHS Fife,Jan,2020
2020-01-12,S08000029,NA,4,All,d,157,155,1.3,NHS Fife,Jan,2020
2020-01-12,S08000029,NA,5,All,d,113,111.5,1.3,NHS Fife,Jan,2020
2020-01-12,S08000030,NA,1,All,d,262,270.5,-3.1,NHS Tayside,Jan,2020
2020-01-12,S08000030,NA,2,All,d,249,249,0,NHS Tayside,Jan,2020
2020-01-12,S08000030,NA,3,All,d,260,249.5,4.2,NHS Tayside,Jan,2020
2020-01-12,S08000030,NA,4,All,d,339,309,9.7,NHS Tayside,Jan,2020
2020-01-12,S08000030,NA,5,All,d,199,191,4.2,NHS Tayside,Jan,2020
2020-01-12,S08000031,NA,1,All,d,1660,1670,-0.6,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-12,S08000031,NA,2,All,d,793,815,-2.7,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-12,S08000031,NA,3,All,d,608,572.5,6.2,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-12,S08000031,NA,4,All,d,513,506,1.4,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-12,S08000031,NA,5,All,d,540,625.5,-13.7,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-12,S08000032,NA,1,All,d,598,602.5,-0.7,NHS Lanarkshire,Jan,2020
2020-01-12,S08000032,NA,2,All,d,475,507,-6.3,NHS Lanarkshire,Jan,2020
2020-01-12,S08000032,NA,3,All,d,284,309.5,-8.2,NHS Lanarkshire,Jan,2020
2020-01-12,S08000032,NA,4,All,d,225,223,0.9,NHS Lanarkshire,Jan,2020
2020-01-12,S08000032,NA,5,All,d,138,144,-4.2,NHS Lanarkshire,Jan,2020
2020-01-12,S92000003,d,1,All,d,4076,4145,-1.7,Scotland,Jan,2020
2020-01-12,S92000003,d,2,All,d,3464,3610,-4,Scotland,Jan,2020
2020-01-12,S92000003,d,3,All,d,3002,3167.5,-5.2,Scotland,Jan,2020
2020-01-12,S92000003,d,4,All,d,2640,2664,-0.9,Scotland,Jan,2020
2020-01-12,S92000003,d,5,All,d,2065,2213.5,-6.7,Scotland,Jan,2020
2020-01-19,S08000015,NA,1,All,d,365,451.5,-19.2,NHS Ayrshire and Arran,Jan,2020
2020-01-19,S08000015,NA,2,All,d,283,300.5,-5.8,NHS Ayrshire and Arran,Jan,2020
2020-01-19,S08000015,NA,3,All,d,173,202.5,-14.6,NHS Ayrshire and Arran,Jan,2020
2020-01-19,S08000015,NA,4,All,d,135,141.5,-4.6,NHS Ayrshire and Arran,Jan,2020
2020-01-19,S08000015,NA,5,All,d,99,108,-8.3,NHS Ayrshire and Arran,Jan,2020
2020-01-19,S08000016,NA,1,All,d,14,18.5,-24.3,NHS Borders,Jan,2020
2020-01-19,S08000016,NA,2,All,d,39,46,-15.2,NHS Borders,Jan,2020
2020-01-19,S08000016,NA,3,All,d,99,105.5,-6.2,NHS Borders,Jan,2020
2020-01-19,S08000016,NA,4,All,d,70,59.5,17.6,NHS Borders,Jan,2020
2020-01-19,S08000016,NA,5,All,d,13,11,18.2,NHS Borders,Jan,2020
2020-01-19,S08000017,NA,1,All,d,44,48.5,-9.3,NHS Dumfries and Galloway,Jan,2020
2020-01-19,S08000017,NA,2,All,d,114,136,-16.2,NHS Dumfries and Galloway,Jan,2020
2020-01-19,S08000017,NA,3,All,d,142,168,-15.5,NHS Dumfries and Galloway,Jan,2020
2020-01-19,S08000017,NA,4,All,d,86,58,48.3,NHS Dumfries and Galloway,Jan,2020
2020-01-19,S08000017,NA,5,All,d,31,33.5,-7.5,NHS Dumfries and Galloway,Jan,2020
2020-01-19,S08000019,NA,1,All,d,178,286,-37.8,NHS Forth Valley,Jan,2020
2020-01-19,S08000019,NA,2,All,d,189,327.5,-42.3,NHS Forth Valley,Jan,2020
2020-01-19,S08000019,NA,3,All,d,175,263,-33.5,NHS Forth Valley,Jan,2020
2020-01-19,S08000019,NA,4,All,d,142,220,-35.5,NHS Forth Valley,Jan,2020
2020-01-19,S08000019,NA,5,All,d,104,190.5,-45.4,NHS Forth Valley,Jan,2020
2020-01-19,S08000020,NA,1,All,d,104,117.5,-11.5,NHS Grampian,Jan,2020
2020-01-19,S08000020,NA,2,All,d,257,256.5,0.2,NHS Grampian,Jan,2020
2020-01-19,S08000020,NA,3,All,d,322,300,7.3,NHS Grampian,Jan,2020
2020-01-19,S08000020,NA,4,All,d,351,386.5,-9.2,NHS Grampian,Jan,2020
2020-01-19,S08000020,NA,5,All,d,314,292.5,7.4,NHS Grampian,Jan,2020
2020-01-19,S08000022,NA,1,All,d,83,99,-16.2,NHS Highland,Jan,2020
2020-01-19,S08000022,NA,2,All,d,156,154,1.3,NHS Highland,Jan,2020
2020-01-19,S08000022,NA,3,All,d,272,284.5,-4.4,NHS Highland,Jan,2020
2020-01-19,S08000022,NA,4,All,d,197,204.5,-3.7,NHS Highland,Jan,2020
2020-01-19,S08000022,NA,5,All,d,50,44,13.6,NHS Highland,Jan,2020
2020-01-19,S08000024,NA,1,All,d,396,361,9.7,NHS Lothian,Jan,2020
2020-01-19,S08000024,NA,2,All,d,667,514.5,29.6,NHS Lothian,Jan,2020
2020-01-19,S08000024,NA,3,All,d,398,366.5,8.6,NHS Lothian,Jan,2020
2020-01-19,S08000024,NA,4,All,d,405,355,14.1,NHS Lothian,Jan,2020
2020-01-19,S08000024,NA,5,All,d,527,451,16.9,NHS Lothian,Jan,2020
2020-01-19,S08000025,NA,2,All,d,10,8.5,17.6,NHS Orkney,Jan,2020
2020-01-19,S08000025,NA,3,All,d,8,9.5,-15.8,NHS Orkney,Jan,2020
2020-01-19,S08000025,NA,4,All,d,29,25,16,NHS Orkney,Jan,2020
2020-01-19,S08000026,NA,3,All,d,10,18,-44.4,NHS Shetland,Jan,2020
2020-01-19,S08000026,NA,4,All,d,14,27.5,-49.1,NHS Shetland,Jan,2020
2020-01-19,S08000028,NA,2,All,d,8,14.5,-44.8,NHS Western Isles,Jan,2020
2020-01-19,S08000028,NA,3,All,d,62,59.5,4.2,NHS Western Isles,Jan,2020
2020-01-19,S08000029,NA,1,All,d,264,246,7.3,NHS Fife,Jan,2020
2020-01-19,S08000029,NA,2,All,d,256,224.5,14,NHS Fife,Jan,2020
2020-01-19,S08000029,NA,3,All,d,166,190,-12.6,NHS Fife,Jan,2020
2020-01-19,S08000029,NA,4,All,d,163,137.5,18.5,NHS Fife,Jan,2020
2020-01-19,S08000029,NA,5,All,d,125,105,19,NHS Fife,Jan,2020
2020-01-19,S08000030,NA,1,All,d,276,272,1.5,NHS Tayside,Jan,2020
2020-01-19,S08000030,NA,2,All,d,263,229.5,14.6,NHS Tayside,Jan,2020
2020-01-19,S08000030,NA,3,All,d,232,257,-9.7,NHS Tayside,Jan,2020
2020-01-19,S08000030,NA,4,All,d,301,326.5,-7.8,NHS Tayside,Jan,2020
2020-01-19,S08000030,NA,5,All,d,221,222.5,-0.7,NHS Tayside,Jan,2020
2020-01-19,S08000031,NA,1,All,d,1654,1640.5,0.8,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-19,S08000031,NA,2,All,d,774,836.5,-7.5,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-19,S08000031,NA,3,All,d,556,568,-2.1,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-19,S08000031,NA,4,All,d,518,485,6.8,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-19,S08000031,NA,5,All,d,559,583.5,-4.2,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-19,S08000032,NA,1,All,d,545,584.5,-6.8,NHS Lanarkshire,Jan,2020
2020-01-19,S08000032,NA,2,All,d,453,455.5,-0.5,NHS Lanarkshire,Jan,2020
2020-01-19,S08000032,NA,3,All,d,286,289,-1,NHS Lanarkshire,Jan,2020
2020-01-19,S08000032,NA,4,All,d,235,221.5,6.1,NHS Lanarkshire,Jan,2020
2020-01-19,S08000032,NA,5,All,d,136,154.5,-12,NHS Lanarkshire,Jan,2020
2020-01-19,S92000003,d,1,All,d,3923,4125.5,-4.9,Scotland,Jan,2020
2020-01-19,S92000003,d,2,All,d,3472,3506,-1,Scotland,Jan,2020
2020-01-19,S92000003,d,3,All,d,2901,3081,-5.8,Scotland,Jan,2020
2020-01-19,S92000003,d,4,All,d,2646,2648,-0.1,Scotland,Jan,2020
2020-01-19,S92000003,d,5,All,d,2179,2196,-0.8,Scotland,Jan,2020
2020-01-26,S08000015,NA,1,All,d,375,436.5,-14.1,NHS Ayrshire and Arran,Jan,2020
2020-01-26,S08000015,NA,2,All,d,254,268,-5.2,NHS Ayrshire and Arran,Jan,2020
2020-01-26,S08000015,NA,3,All,d,172,203,-15.3,NHS Ayrshire and Arran,Jan,2020
2020-01-26,S08000015,NA,4,All,d,136,147,-7.5,NHS Ayrshire and Arran,Jan,2020
2020-01-26,S08000015,NA,5,All,d,100,112,-10.7,NHS Ayrshire and Arran,Jan,2020
2020-01-26,S08000016,NA,1,All,d,20,17.5,14.3,NHS Borders,Jan,2020
2020-01-26,S08000016,NA,2,All,d,62,54,14.8,NHS Borders,Jan,2020
2020-01-26,S08000016,NA,3,All,d,89,97,-8.2,NHS Borders,Jan,2020
2020-01-26,S08000016,NA,4,All,d,61,59.5,2.5,NHS Borders,Jan,2020
2020-01-26,S08000016,NA,5,All,d,10,19,-47.4,NHS Borders,Jan,2020
2020-01-26,S08000017,NA,1,All,d,37,55,-32.7,NHS Dumfries and Galloway,Jan,2020
2020-01-26,S08000017,NA,2,All,d,139,125.5,10.8,NHS Dumfries and Galloway,Jan,2020
2020-01-26,S08000017,NA,3,All,d,150,165.5,-9.4,NHS Dumfries and Galloway,Jan,2020
2020-01-26,S08000017,NA,4,All,d,59,61.5,-4.1,NHS Dumfries and Galloway,Jan,2020
2020-01-26,S08000017,NA,5,All,d,33,36,-8.3,NHS Dumfries and Galloway,Jan,2020
2020-01-26,S08000019,NA,1,All,d,176,353.5,-50.2,NHS Forth Valley,Jan,2020
2020-01-26,S08000019,NA,2,All,d,189,307.5,-38.5,NHS Forth Valley,Jan,2020
2020-01-26,S08000019,NA,3,All,d,174,307,-43.3,NHS Forth Valley,Jan,2020
2020-01-26,S08000019,NA,4,All,d,126,240.5,-47.6,NHS Forth Valley,Jan,2020
2020-01-26,S08000019,NA,5,All,d,111,179,-38,NHS Forth Valley,Jan,2020
2020-01-26,S08000020,NA,1,All,d,104,107.5,-3.3,NHS Grampian,Jan,2020
2020-01-26,S08000020,NA,2,All,d,262,274,-4.4,NHS Grampian,Jan,2020
2020-01-26,S08000020,NA,3,All,d,298,289,3.1,NHS Grampian,Jan,2020
2020-01-26,S08000020,NA,4,All,d,366,387,-5.4,NHS Grampian,Jan,2020
2020-01-26,S08000020,NA,5,All,d,305,309.5,-1.5,NHS Grampian,Jan,2020
2020-01-26,S08000022,NA,1,All,d,101,103,-1.9,NHS Highland,Jan,2020
2020-01-26,S08000022,NA,2,All,d,145,173.5,-16.4,NHS Highland,Jan,2020
2020-01-26,S08000022,NA,3,All,d,286,259.5,10.2,NHS Highland,Jan,2020
2020-01-26,S08000022,NA,4,All,d,181,203,-10.8,NHS Highland,Jan,2020
2020-01-26,S08000022,NA,5,All,d,54,49,10.2,NHS Highland,Jan,2020
2020-01-26,S08000024,NA,1,All,d,397,355,11.8,NHS Lothian,Jan,2020
2020-01-26,S08000024,NA,2,All,d,632,541,16.8,NHS Lothian,Jan,2020
2020-01-26,S08000024,NA,3,All,d,459,409,12.2,NHS Lothian,Jan,2020
2020-01-26,S08000024,NA,4,All,d,412,366,12.6,NHS Lothian,Jan,2020
2020-01-26,S08000024,NA,5,All,d,535,470.5,13.7,NHS Lothian,Jan,2020
2020-01-26,S08000025,NA,2,All,d,5,7.5,-33.3,NHS Orkney,Jan,2020
2020-01-26,S08000025,NA,3,All,d,7,11.5,-39.1,NHS Orkney,Jan,2020
2020-01-26,S08000025,NA,4,All,d,13,23,-43.5,NHS Orkney,Jan,2020
2020-01-26,S08000026,NA,3,All,d,17,14.5,17.2,NHS Shetland,Jan,2020
2020-01-26,S08000026,NA,4,All,d,26,20,30,NHS Shetland,Jan,2020
2020-01-26,S08000028,NA,2,All,d,7,13,-46.2,NHS Western Isles,Jan,2020
2020-01-26,S08000028,NA,3,All,d,57,65,-12.3,NHS Western Isles,Jan,2020
2020-01-26,S08000029,NA,1,All,d,257,242.5,6,NHS Fife,Jan,2020
2020-01-26,S08000029,NA,2,All,d,222,223.5,-0.7,NHS Fife,Jan,2020
2020-01-26,S08000029,NA,3,All,d,197,189.5,4,NHS Fife,Jan,2020
2020-01-26,S08000029,NA,4,All,d,153,146.5,4.4,NHS Fife,Jan,2020
2020-01-26,S08000029,NA,5,All,d,110,113,-2.7,NHS Fife,Jan,2020
2020-01-26,S08000030,NA,1,All,d,267,279,-4.3,NHS Tayside,Jan,2020
2020-01-26,S08000030,NA,2,All,d,252,257,-1.9,NHS Tayside,Jan,2020
2020-01-26,S08000030,NA,3,All,d,278,249.5,11.4,NHS Tayside,Jan,2020
2020-01-26,S08000030,NA,4,All,d,305,312,-2.2,NHS Tayside,Jan,2020
2020-01-26,S08000030,NA,5,All,d,187,209.5,-10.7,NHS Tayside,Jan,2020
2020-01-26,S08000031,NA,1,All,d,1601,1697.5,-5.7,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-26,S08000031,NA,2,All,d,809,763,6,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-26,S08000031,NA,3,All,d,640,550,16.4,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-26,S08000031,NA,4,All,d,470,508,-7.5,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-26,S08000031,NA,5,All,d,613,584,5,NHS Greater Glasgow and Clyde,Jan,2020
2020-01-26,S08000032,NA,1,All,d,572,605,-5.5,NHS Lanarkshire,Jan,2020
2020-01-26,S08000032,NA,2,All,d,449,513,-12.5,NHS Lanarkshire,Jan,2020
2020-01-26,S08000032,NA,3,All,d,268,317,-15.5,NHS Lanarkshire,Jan,2020
2020-01-26,S08000032,NA,4,All,d,203,232,-12.5,NHS Lanarkshire,Jan,2020
2020-01-26,S08000032,NA,5,All,d,133,162,-17.9,NHS Lanarkshire,Jan,2020
2020-01-26,S92000003,d,1,All,d,3907,4252.5,-8.1,Scotland,Jan,2020
2020-01-26,S92000003,d,2,All,d,3429,3522.5,-2.7,Scotland,Jan,2020
2020-01-26,S92000003,d,3,All,d,3092,3127,-1.1,Scotland,Jan,2020
2020-01-26,S92000003,d,4,All,d,2511,2706,-7.2,Scotland,Jan,2020
2020-01-26,S92000003,d,5,All,d,2192,2244,-2.3,Scotland,Jan,2020
2020-02-02,S08000015,NA,1,All,d,396,447,-11.4,NHS Ayrshire and Arran,Feb,2020
2020-02-02,S08000015,NA,2,All,d,244,270.5,-9.8,NHS Ayrshire and Arran,Feb,2020
2020-02-02,S08000015,NA,3,All,d,174,197.5,-11.9,NHS Ayrshire and Arran,Feb,2020
2020-02-02,S08000015,NA,4,All,d,138,116.5,18.5,NHS Ayrshire and Arran,Feb,2020
2020-02-02,S08000015,NA,5,All,d,96,118,-18.6,NHS Ayrshire and Arran,Feb,2020
2020-02-02,S08000016,NA,1,All,d,24,21.5,11.6,NHS Borders,Feb,2020
2020-02-02,S08000016,NA,2,All,d,46,63,-27,NHS Borders,Feb,2020
2020-02-02,S08000016,NA,3,All,d,103,84.5,21.9,NHS Borders,Feb,2020
2020-02-02,S08000016,NA,4,All,d,67,67.5,-0.7,NHS Borders,Feb,2020
2020-02-02,S08000016,NA,5,All,d,18,14,28.6,NHS Borders,Feb,2020
2020-02-02,S08000017,NA,1,All,d,45,49,-8.2,NHS Dumfries and Galloway,Feb,2020
2020-02-02,S08000017,NA,2,All,d,142,135.5,4.8,NHS Dumfries and Galloway,Feb,2020
2020-02-02,S08000017,NA,3,All,d,150,173.5,-13.5,NHS Dumfries and Galloway,Feb,2020
2020-02-02,S08000017,NA,4,All,d,59,64,-7.8,NHS Dumfries and Galloway,Feb,2020
2020-02-02,S08000017,NA,5,All,d,35,31,12.9,NHS Dumfries and Galloway,Feb,2020
2020-02-02,S08000019,NA,1,All,d,190,318,-40.3,NHS Forth Valley,Feb,2020
2020-02-02,S08000019,NA,2,All,d,193,317,-39.1,NHS Forth Valley,Feb,2020
2020-02-02,S08000019,NA,3,All,d,153,283,-45.9,NHS Forth Valley,Feb,2020
2020-02-02,S08000019,NA,4,All,d,138,266,-48.1,NHS Forth Valley,Feb,2020
2020-02-02,S08000019,NA,5,All,d,111,173,-35.8,NHS Forth Valley,Feb,2020
2020-02-02,S08000020,NA,1,All,d,105,101.5,3.4,NHS Grampian,Feb,2020
2020-02-02,S08000020,NA,2,All,d,255,267,-4.5,NHS Grampian,Feb,2020
2020-02-02,S08000020,NA,3,All,d,317,285.5,11,NHS Grampian,Feb,2020
2020-02-02,S08000020,NA,4,All,d,386,354.5,8.9,NHS Grampian,Feb,2020
2020-02-02,S08000020,NA,5,All,d,308,313,-1.6,NHS Grampian,Feb,2020
2020-02-02,S08000022,NA,1,All,d,106,99,7.1,NHS Highland,Feb,2020
2020-02-02,S08000022,NA,2,All,d,156,154,1.3,NHS Highland,Feb,2020
2020-02-02,S08000022,NA,3,All,d,270,299.5,-9.8,NHS Highland,Feb,2020
2020-02-02,S08000022,NA,4,All,d,181,198,-8.6,NHS Highland,Feb,2020
2020-02-02,S08000022,NA,5,All,d,48,50,-4,NHS Highland,Feb,2020
