week_ending,hb,hbqf,simd_quintile,admission_type,admission_type_qf,number_admissions,average20182019,percent_variation,hb_name,month,year
2020-07-12,S08000015,NA,3,Planned,NA,8,15.5,-48.4,NHS Ayrshire and Arran,Jul,2020
2020-07-12,S08000015,NA,4,Planned,NA,8,10.5,-23.8,NHS Ayrshire and Arran,Jul,2020
2020-07-12,S08000016,NA,2,Planned,NA,6,9.5,-36.8,NHS Borders,Jul,2020
2020-07-12,S08000016,NA,4,Planned,NA,9,12,-25,NHS Borders,Jul,2020
2020-07-12,S08000017,NA,2,Planned,NA,6,26.5,-77.4,NHS Dumfries and Galloway,Jul,2020
2020-07-12,S08000017,NA,3,Planned,NA,29,31,-6.5,NHS Dumfries and Galloway,Jul,2020
2020-07-12,S08000017,NA,4,Planned,NA,9,13.5,-33.3,NHS Dumfries and Galloway,Jul,2020
2020-07-12,S08000019,NA,1,Planned,NA,21,52.5,-60,NHS Forth Valley,Jul,2020
2020-07-12,S08000019,NA,2,Planned,NA,13,54,-75.9,NHS Forth Valley,Jul,2020
2020-07-12,S08000019,NA,3,Planned,NA,28,51,-45.1,NHS Forth Valley,Jul,2020
2020-07-12,S08000019,NA,4,Planned,NA,17,36,-52.8,NHS Forth Valley,Jul,2020
2020-07-12,S08000019,NA,5,Planned,NA,13,27.5,-52.7,NHS Forth Valley,Jul,2020
2020-07-12,S08000020,NA,2,Planned,NA,30,70,-57.1,NHS Grampian,Jul,2020
2020-07-12,S08000020,NA,3,Planned,NA,42,82,-48.8,NHS Grampian,Jul,2020
2020-07-12,S08000020,NA,4,Planned,NA,44,97,-54.6,NHS Grampian,Jul,2020
2020-07-12,S08000020,NA,5,Planned,NA,27,71.5,-62.2,NHS Grampian,Jul,2020
2020-07-12,S08000022,NA,1,Planned,NA,8,17,-52.9,NHS Highland,Jul,2020
2020-07-12,S08000022,NA,2,Planned,NA,10,35.5,-71.8,NHS Highland,Jul,2020
2020-07-12,S08000022,NA,3,Planned,NA,47,67.5,-30.4,NHS Highland,Jul,2020
2020-07-12,S08000022,NA,4,Planned,NA,21,40.5,-48.1,NHS Highland,Jul,2020
2020-07-12,S08000024,NA,1,Planned,NA,52,85.5,-39.2,NHS Lothian,Jul,2020
2020-07-12,S08000024,NA,2,Planned,NA,76,124.5,-39,NHS Lothian,Jul,2020
2020-07-12,S08000024,NA,3,Planned,NA,70,93.5,-25.1,NHS Lothian,Jul,2020
2020-07-12,S08000024,NA,4,Planned,NA,47,96,-51,NHS Lothian,Jul,2020
2020-07-12,S08000024,NA,5,Planned,NA,68,124,-45.2,NHS Lothian,Jul,2020
2020-07-12,S08000026,NA,4,Planned,NA,5,1.5,233.3,NHS Shetland,Jul,2020
2020-07-12,S08000028,NA,3,Planned,NA,22,11.5,91.3,NHS Western Isles,Jul,2020
2020-07-12,S08000029,NA,1,Planned,NA,14,20,-30,NHS Fife,Jul,2020
2020-07-12,S08000029,NA,2,Planned,NA,24,27,-11.1,NHS Fife,Jul,2020
2020-07-12,S08000029,NA,3,Planned,NA,13,28,-53.6,NHS Fife,Jul,2020
2020-07-12,S08000029,NA,4,Planned,NA,17,19.5,-12.8,NHS Fife,Jul,2020
2020-07-12,S08000029,NA,5,Planned,NA,11,19,-42.1,NHS Fife,Jul,2020
2020-07-12,S08000030,NA,1,Planned,NA,23,42,-45.2,NHS Tayside,Jul,2020
2020-07-12,S08000030,NA,2,Planned,NA,24,43.5,-44.8,NHS Tayside,Jul,2020
2020-07-12,S08000030,NA,3,Planned,NA,24,38,-36.8,NHS Tayside,Jul,2020
2020-07-12,S08000030,NA,4,Planned,NA,44,46.5,-5.4,NHS Tayside,Jul,2020
2020-07-12,S08000030,NA,5,Planned,NA,21,39.5,-46.8,NHS Tayside,Jul,2020
2020-07-12,S08000031,NA,1,Planned,NA,270,471,-42.7,NHS Greater Glasgow and Clyde,Jul,2020
2020-07-12,S08000031,NA,2,Planned,NA,167,238.5,-30,NHS Greater Glasgow and Clyde,Jul,2020
2020-07-12,S08000031,NA,3,Planned,NA,117,203.5,-42.5,NHS Greater Glasgow and Clyde,Jul,2020
2020-07-12,S08000031,NA,4,Planned,NA,105,171,-38.6,NHS Greater Glasgow and Clyde,Jul,2020
2020-07-12,S08000031,NA,5,Planned,NA,124,209.5,-40.8,NHS Greater Glasgow and Clyde,Jul,2020
2020-07-12,S08000032,NA,1,Planned,NA,36,72,-50,NHS Lanarkshire,Jul,2020
2020-07-12,S08000032,NA,2,Planned,NA,45,58,-22.4,NHS Lanarkshire,Jul,2020
2020-07-12,S08000032,NA,3,Planned,NA,20,40,-50,NHS Lanarkshire,Jul,2020
2020-07-12,S08000032,NA,4,Planned,NA,14,34,-58.8,NHS Lanarkshire,Jul,2020
2020-07-12,S08000032,NA,5,Planned,NA,19,28.5,-33.3,NHS Lanarkshire,Jul,2020
2020-07-12,S92000003,d,1,Planned,NA,441,828.5,-46.8,Scotland,Jul,2020
2020-07-12,S92000003,d,2,Planned,NA,414,710.5,-41.7,Scotland,Jul,2020
2020-07-12,S92000003,d,3,Planned,NA,423,680.5,-37.8,Scotland,Jul,2020
2020-07-12,S92000003,d,4,Planned,NA,341,582.5,-41.5,Scotland,Jul,2020
2020-07-12,S92000003,d,5,Planned,NA,294,547,-46.3,Scotland,Jul,2020
2020-07-19,S08000015,NA,1,Planned,NA,15,32,-53.1,NHS Ayrshire and Arran,Jul,2020
2020-07-19,S08000015,NA,2,Planned,NA,13,20,-35,NHS Ayrshire and Arran,Jul,2020
2020-07-19,S08000015,NA,3,Planned,NA,6,12,-50,NHS Ayrshire and Arran,Jul,2020
2020-07-19,S08000015,NA,4,Planned,NA,9,15.5,-41.9,NHS Ayrshire and Arran,Jul,2020
2020-07-19,S08000016,NA,2,Planned,NA,8,4,100,NHS Borders,Jul,2020
2020-07-19,S08000016,NA,3,Planned,NA,7,19,-63.2,NHS Borders,Jul,2020
2020-07-19,S08000016,NA,4,Planned,NA,5,14.5,-65.5,NHS Borders,Jul,2020
2020-07-19,S08000017,NA,1,Planned,NA,8,5.5,45.5,NHS Dumfries and Galloway,Jul,2020
2020-07-19,S08000017,NA,2,Planned,NA,17,28,-39.3,NHS Dumfries and Galloway,Jul,2020
2020-07-19,S08000017,NA,3,Planned,NA,11,34.5,-68.1,NHS Dumfries and Galloway,Jul,2020
2020-07-19,S08000017,NA,4,Planned,NA,9,11,-18.2,NHS Dumfries and Galloway,Jul,2020
2020-07-19,S08000019,NA,1,Planned,NA,15,31.5,-52.4,NHS Forth Valley,Jul,2020
2020-07-19,S08000019,NA,2,Planned,NA,24,32.5,-26.2,NHS Forth Valley,Jul,2020
2020-07-19,S08000019,NA,3,Planned,NA,13,37,-64.9,NHS Forth Valley,Jul,2020
2020-07-19,S08000019,NA,4,Planned,NA,17,29.5,-42.4,NHS Forth Valley,Jul,2020
2020-07-19,S08000019,NA,5,Planned,NA,13,24,-45.8,NHS Forth Valley,Jul,2020
2020-07-19,S08000020,NA,1,Planned,NA,8,21,-61.9,NHS Grampian,Jul,2020
2020-07-19,S08000020,NA,2,Planned,NA,35,67,-47.8,NHS Grampian,Jul,2020
2020-07-19,S08000020,NA,3,Planned,NA,33,77.5,-57.4,NHS Grampian,Jul,2020
2020-07-19,S08000020,NA,4,Planned,NA,46,105,-56.2,NHS Grampian,Jul,2020
2020-07-19,S08000020,NA,5,Planned,NA,32,66,-51.5,NHS Grampian,Jul,2020
2020-07-19,S08000022,NA,1,Planned,NA,10,18.5,-45.9,NHS Highland,Jul,2020
2020-07-19,S08000022,NA,2,Planned,NA,25,30,-16.7,NHS Highland,Jul,2020
2020-07-19,S08000022,NA,3,Planned,NA,37,63.5,-41.7,NHS Highland,Jul,2020
2020-07-19,S08000022,NA,4,Planned,NA,24,45,-46.7,NHS Highland,Jul,2020
2020-07-19,S08000022,NA,5,Planned,NA,7,9,-22.2,NHS Highland,Jul,2020
2020-07-19,S08000024,NA,1,Planned,NA,37,80,-53.8,NHS Lothian,Jul,2020
2020-07-19,S08000024,NA,2,Planned,NA,77,129.5,-40.5,NHS Lothian,Jul,2020
2020-07-19,S08000024,NA,3,Planned,NA,70,114.5,-38.9,NHS Lothian,Jul,2020
2020-07-19,S08000024,NA,4,Planned,NA,53,99.5,-46.7,NHS Lothian,Jul,2020
2020-07-19,S08000024,NA,5,Planned,NA,57,119,-52.1,NHS Lothian,Jul,2020
2020-07-19,S08000028,NA,3,Planned,NA,16,13,23.1,NHS Western Isles,Jul,2020
2020-07-19,S08000029,NA,1,Planned,NA,20,31,-35.5,NHS Fife,Jul,2020
2020-07-19,S08000029,NA,2,Planned,NA,21,32.5,-35.4,NHS Fife,Jul,2020
2020-07-19,S08000029,NA,3,Planned,NA,15,24,-37.5,NHS Fife,Jul,2020
2020-07-19,S08000029,NA,4,Planned,NA,16,19.5,-17.9,NHS Fife,Jul,2020
2020-07-19,S08000029,NA,5,Planned,NA,15,19.5,-23.1,NHS Fife,Jul,2020
2020-07-19,S08000030,NA,1,Planned,NA,28,46,-39.1,NHS Tayside,Jul,2020
2020-07-19,S08000030,NA,2,Planned,NA,28,41,-31.7,NHS Tayside,Jul,2020
2020-07-19,S08000030,NA,3,Planned,NA,20,48.5,-58.8,NHS Tayside,Jul,2020
2020-07-19,S08000030,NA,4,Planned,NA,37,68.5,-46,NHS Tayside,Jul,2020
2020-07-19,S08000030,NA,5,Planned,NA,25,41,-39,NHS Tayside,Jul,2020
2020-07-19,S08000031,NA,1,Planned,NA,308,393,-21.6,NHS Greater Glasgow and Clyde,Jul,2020
2020-07-19,S08000031,NA,2,Planned,NA,179,240.5,-25.6,NHS Greater Glasgow and Clyde,Jul,2020
2020-07-19,S08000031,NA,3,Planned,NA,131,201.5,-35,NHS Greater Glasgow and Clyde,Jul,2020
2020-07-19,S08000031,NA,4,Planned,NA,118,167.5,-29.6,NHS Greater Glasgow and Clyde,Jul,2020
2020-07-19,S08000031,NA,5,Planned,NA,138,197,-29.9,NHS Greater Glasgow and Clyde,Jul,2020
2020-07-19,S08000032,NA,1,Planned,NA,45,65.5,-31.3,NHS Lanarkshire,Jul,2020
2020-07-19,S08000032,NA,2,Planned,NA,36,56.5,-36.3,NHS Lanarkshire,Jul,2020
2020-07-19,S08000032,NA,3,Planned,NA,21,38.5,-45.5,NHS Lanarkshire,Jul,2020
2020-07-19,S08000032,NA,4,Planned,NA,32,31.5,1.6,NHS Lanarkshire,Jul,2020
2020-07-19,S08000032,NA,5,Planned,NA,9,22,-59.1,NHS Lanarkshire,Jul,2020
2020-07-19,S92000003,d,1,Planned,NA,496,727,-31.8,Scotland,Jul,2020
2020-07-19,S92000003,d,2,Planned,NA,467,686.5,-32,Scotland,Jul,2020
2020-07-19,S92000003,d,3,Planned,NA,383,688.5,-44.4,Scotland,Jul,2020
2020-07-19,S92000003,d,4,Planned,NA,369,614.5,-40,Scotland,Jul,2020
2020-07-19,S92000003,d,5,Planned,NA,300,510.5,-41.2,Scotland,Jul,2020
2020-07-26,S08000015,NA,1,Planned,NA,15,25.5,-41.2,NHS Ayrshire and Arran,Jul,2020
2020-07-26,S08000015,NA,2,Planned,NA,9,20,-55,NHS Ayrshire and Arran,Jul,2020
2020-07-26,S08000015,NA,3,Planned,NA,7,17,-58.8,NHS Ayrshire and Arran,Jul,2020
2020-07-26,S08000016,NA,3,Planned,NA,7,16,-56.2,NHS Borders,Jul,2020
2020-07-26,S08000016,NA,5,Planned,NA,5,3,66.7,NHS Borders,Jul,2020
2020-07-26,S08000017,NA,1,Planned,NA,6,7.5,-20,NHS Dumfries and Galloway,Jul,2020
2020-07-26,S08000017,NA,2,Planned,NA,19,26,-26.9,NHS Dumfries and Galloway,Jul,2020
2020-07-26,S08000017,NA,3,Planned,NA,24,30,-20,NHS Dumfries and Galloway,Jul,2020
2020-07-26,S08000017,NA,4,Planned,NA,8,16,-50,NHS Dumfries and Galloway,Jul,2020
2020-07-26,S08000019,NA,1,Planned,NA,38,43,-11.6,NHS Forth Valley,Jul,2020
2020-07-26,S08000019,NA,2,Planned,NA,39,48.5,-19.6,NHS Forth Valley,Jul,2020
2020-07-26,S08000019,NA,3,Planned,NA,51,44,15.9,NHS Forth Valley,Jul,2020
2020-07-26,S08000019,NA,4,Planned,NA,32,27.5,16.4,NHS Forth Valley,Jul,2020
2020-07-26,S08000019,NA,5,Planned,NA,28,24,16.7,NHS Forth Valley,Jul,2020
2020-07-26,S08000020,NA,1,Planned,NA,6,24,-75,NHS Grampian,Jul,2020
2020-07-26,S08000020,NA,2,Planned,NA,18,65,-72.3,NHS Grampian,Jul,2020
2020-07-26,S08000020,NA,3,Planned,NA,32,63.5,-49.6,NHS Grampian,Jul,2020
2020-07-26,S08000020,NA,4,Planned,NA,62,100.5,-38.3,NHS Grampian,Jul,2020
2020-07-26,S08000020,NA,5,Planned,NA,33,79,-58.2,NHS Grampian,Jul,2020
2020-07-26,S08000022,NA,1,Planned,NA,13,20.5,-36.6,NHS Highland,Jul,2020
2020-07-26,S08000022,NA,2,Planned,NA,24,33.5,-28.4,NHS Highland,Jul,2020
2020-07-26,S08000022,NA,3,Planned,NA,35,76.5,-54.2,NHS Highland,Jul,2020
2020-07-26,S08000022,NA,4,Planned,NA,28,52,-46.2,NHS Highland,Jul,2020
2020-07-26,S08000024,NA,1,Planned,NA,45,78,-42.3,NHS Lothian,Jul,2020
2020-07-26,S08000024,NA,2,Planned,NA,81,137.5,-41.1,NHS Lothian,Jul,2020
2020-07-26,S08000024,NA,3,Planned,NA,60,116.5,-48.5,NHS Lothian,Jul,2020
2020-07-26,S08000024,NA,4,Planned,NA,57,97,-41.2,NHS Lothian,Jul,2020
2020-07-26,S08000024,NA,5,Planned,NA,76,129,-41.1,NHS Lothian,Jul,2020
2020-07-26,S08000029,NA,1,Planned,NA,17,32,-46.9,NHS Fife,Jul,2020
2020-07-26,S08000029,NA,2,Planned,NA,24,25.5,-5.9,NHS Fife,Jul,2020
2020-07-26,S08000029,NA,3,Planned,NA,14,30.5,-54.1,NHS Fife,Jul,2020
2020-07-26,S08000029,NA,4,Planned,NA,14,22,-36.4,NHS Fife,Jul,2020
2020-07-26,S08000029,NA,5,Planned,NA,15,21,-28.6,NHS Fife,Jul,2020
2020-07-26,S08000030,NA,1,Planned,NA,28,40.5,-30.9,NHS Tayside,Jul,2020
2020-07-26,S08000030,NA,2,Planned,NA,29,31,-6.5,NHS Tayside,Jul,2020
2020-07-26,S08000030,NA,3,Planned,NA,24,40.5,-40.7,NHS Tayside,Jul,2020
2020-07-26,S08000030,NA,4,Planned,NA,35,51.5,-32,NHS Tayside,Jul,2020
2020-07-26,S08000030,NA,5,Planned,NA,29,37.5,-22.7,NHS Tayside,Jul,2020
2020-07-26,S08000031,NA,1,Planned,NA,254,435.5,-41.7,NHS Greater Glasgow and Clyde,Jul,2020
2020-07-26,S08000031,NA,2,Planned,NA,157,251.5,-37.6,NHS Greater Glasgow and Clyde,Jul,2020
2020-07-26,S08000031,NA,3,Planned,NA,104,204.5,-49.1,NHS Greater Glasgow and Clyde,Jul,2020
2020-07-26,S08000031,NA,4,Planned,NA,109,182,-40.1,NHS Greater Glasgow and Clyde,Jul,2020
2020-07-26,S08000031,NA,5,Planned,NA,123,208,-40.9,NHS Greater Glasgow and Clyde,Jul,2020
2020-07-26,S08000032,NA,1,Planned,NA,36,69.5,-48.2,NHS Lanarkshire,Jul,2020
2020-07-26,S08000032,NA,2,Planned,NA,31,61,-49.2,NHS Lanarkshire,Jul,2020
2020-07-26,S08000032,NA,3,Planned,NA,25,39,-35.9,NHS Lanarkshire,Jul,2020
2020-07-26,S08000032,NA,4,Planned,NA,24,42.5,-43.5,NHS Lanarkshire,Jul,2020
2020-07-26,S08000032,NA,5,Planned,NA,12,19.5,-38.5,NHS Lanarkshire,Jul,2020
2020-07-26,S92000003,d,1,Planned,NA,459,782,-41.3,Scotland,Jul,2020
2020-07-26,S92000003,d,2,Planned,NA,438,718,-39,Scotland,Jul,2020
2020-07-26,S92000003,d,3,Planned,NA,391,695.5,-43.8,Scotland,Jul,2020
2020-07-26,S92000003,d,4,Planned,NA,382,619,-38.3,Scotland,Jul,2020
2020-07-26,S92000003,d,5,Planned,NA,332,543,-38.9,Scotland,Jul,2020
2020-08-02,S08000015,NA,1,Planned,NA,15,23.5,-36.2,NHS Ayrshire and Arran,Aug,2020
2020-08-02,S08000015,NA,2,Planned,NA,12,23,-47.8,NHS Ayrshire and Arran,Aug,2020
2020-08-02,S08000015,NA,3,Planned,NA,14,18,-22.2,NHS Ayrshire and Arran,Aug,2020
2020-08-02,S08000016,NA,2,Planned,NA,6,10.5,-42.9,NHS Borders,Aug,2020
2020-08-02,S08000016,NA,3,Planned,NA,9,16.5,-45.5,NHS Borders,Aug,2020
2020-08-02,S08000016,NA,4,Planned,NA,5,8.5,-41.2,NHS Borders,Aug,2020
2020-08-02,S08000016,NA,5,Planned,NA,5,5,0,NHS Borders,Aug,2020
2020-08-02,S08000017,NA,2,Planned,NA,26,24,8.3,NHS Dumfries and Galloway,Aug,2020
2020-08-02,S08000017,NA,3,Planned,NA,24,33.5,-28.4,NHS Dumfries and Galloway,Aug,2020
2020-08-02,S08000017,NA,5,Planned,NA,5,3,66.7,NHS Dumfries and Galloway,Aug,2020
2020-08-02,S08000019,NA,1,Planned,NA,28,36,-22.2,NHS Forth Valley,Aug,2020
2020-08-02,S08000019,NA,2,Planned,NA,24,38.5,-37.7,NHS Forth Valley,Aug,2020
2020-08-02,S08000019,NA,3,Planned,NA,23,37,-37.8,NHS Forth Valley,Aug,2020
2020-08-02,S08000019,NA,4,Planned,NA,13,23.5,-44.7,NHS Forth Valley,Aug,2020
2020-08-02,S08000019,NA,5,Planned,NA,12,27,-55.6,NHS Forth Valley,Aug,2020
2020-08-02,S08000020,NA,1,Planned,NA,9,24,-62.5,NHS Grampian,Aug,2020
2020-08-02,S08000020,NA,2,Planned,NA,26,63,-58.7,NHS Grampian,Aug,2020
2020-08-02,S08000020,NA,3,Planned,NA,38,82.5,-53.9,NHS Grampian,Aug,2020
2020-08-02,S08000020,NA,4,Planned,NA,58,99,-41.4,NHS Grampian,Aug,2020
2020-08-02,S08000020,NA,5,Planned,NA,29,80,-63.7,NHS Grampian,Aug,2020
2020-08-02,S08000022,NA,1,Planned,NA,11,16.5,-33.3,NHS Highland,Aug,2020
2020-08-02,S08000022,NA,2,Planned,NA,22,34,-35.3,NHS Highland,Aug,2020
2020-08-02,S08000022,NA,3,Planned,NA,42,59,-28.8,NHS Highland,Aug,2020
2020-08-02,S08000022,NA,4,Planned,NA,26,46.5,-44.1,NHS Highland,Aug,2020
2020-08-02,S08000024,NA,1,Planned,NA,47,80.5,-41.6,NHS Lothian,Aug,2020
2020-08-02,S08000024,NA,2,Planned,NA,73,121,-39.7,NHS Lothian,Aug,2020
2020-08-02,S08000024,NA,3,Planned,NA,65,108,-39.8,NHS Lothian,Aug,2020
2020-08-02,S08000024,NA,4,Planned,NA,75,106,-29.2,NHS Lothian,Aug,2020
2020-08-02,S08000024,NA,5,Planned,NA,95,125.5,-24.3,NHS Lothian,Aug,2020
2020-08-02,S08000025,NA,4,Planned,NA,5,2,150,NHS Orkney,Aug,2020
2020-08-02,S08000029,NA,1,Planned,NA,16,39,-59,NHS Fife,Aug,2020
2020-08-02,S08000029,NA,2,Planned,NA,22,29.5,-25.4,NHS Fife,Aug,2020
2020-08-02,S08000029,NA,3,Planned,NA,11,27.5,-60,NHS Fife,Aug,2020
2020-08-02,S08000029,NA,4,Planned,NA,13,23.5,-44.7,NHS Fife,Aug,2020
2020-08-02,S08000029,NA,5,Planned,NA,16,21,-23.8,NHS Fife,Aug,2020
2020-08-02,S08000030,NA,1,Planned,NA,23,50.5,-54.5,NHS Tayside,Aug,2020
2020-08-02,S08000030,NA,2,Planned,NA,17,43,-60.5,NHS Tayside,Aug,2020
2020-08-02,S08000030,NA,3,Planned,NA,22,57,-61.4,NHS Tayside,Aug,2020
2020-08-02,S08000030,NA,4,Planned,NA,23,61,-62.3,NHS Tayside,Aug,2020
2020-08-02,S08000030,NA,5,Planned,NA,16,45.5,-64.8,NHS Tayside,Aug,2020
2020-08-02,S08000031,NA,1,Planned,NA,246,464,-47,NHS Greater Glasgow and Clyde,Aug,2020
2020-08-02,S08000031,NA,2,Planned,NA,147,269,-45.4,NHS Greater Glasgow and Clyde,Aug,2020
2020-08-02,S08000031,NA,3,Planned,NA,120,209,-42.6,NHS Greater Glasgow and Clyde,Aug,2020
2020-08-02,S08000031,NA,4,Planned,NA,101,212.5,-52.5,NHS Greater Glasgow and Clyde,Aug,2020
2020-08-02,S08000031,NA,5,Planned,NA,118,231.5,-49,NHS Greater Glasgow and Clyde,Aug,2020
2020-08-02,S08000032,NA,1,Planned,NA,54,77,-29.9,NHS Lanarkshire,Aug,2020
2020-08-02,S08000032,NA,2,Planned,NA,37,64.5,-42.6,NHS Lanarkshire,Aug,2020
2020-08-02,S08000032,NA,3,Planned,NA,30,36,-16.7,NHS Lanarkshire,Aug,2020
2020-08-02,S08000032,NA,4,Planned,NA,22,37,-40.5,NHS Lanarkshire,Aug,2020
2020-08-02,S08000032,NA,5,Planned,NA,10,21,-52.4,NHS Lanarkshire,Aug,2020
2020-08-02,S92000003,d,1,Planned,NA,452,816.5,-44.6,Scotland,Aug,2020
2020-08-02,S92000003,d,2,Planned,NA,415,726.5,-42.9,Scotland,Aug,2020
2020-08-02,S92000003,d,3,Planned,NA,408,700.5,-41.8,Scotland,Aug,2020
2020-08-02,S92000003,d,4,Planned,NA,347,652,-46.8,Scotland,Aug,2020
2020-08-02,S92000003,d,5,Planned,NA,312,577.5,-46,Scotland,Aug,2020
2020-08-09,S08000015,NA,1,Planned,NA,18,29.5,-39,NHS Ayrshire and Arran,Aug,2020
2020-08-09,S08000015,NA,2,Planned,NA,10,19,-47.4,NHS Ayrshire and Arran,Aug,2020
2020-08-09,S08000015,NA,3,Planned,NA,5,19,-73.7,NHS Ayrshire and Arran,Aug,2020
2020-08-09,S08000015,NA,4,Planned,NA,7,18,-61.1,NHS Ayrshire and Arran,Aug,2020
2020-08-09,S08000015,NA,5,Planned,NA,18,12,50,NHS Ayrshire and Arran,Aug,2020
2020-08-09,S08000017,NA,2,Planned,NA,16,26,-38.5,NHS Dumfries and Galloway,Aug,2020
2020-08-09,S08000017,NA,3,Planned,NA,17,38.5,-55.8,NHS Dumfries and Galloway,Aug,2020
2020-08-09,S08000017,NA,4,Planned,NA,10,12.5,-20,NHS Dumfries and Galloway,Aug,2020
2020-08-09,S08000017,NA,5,Planned,NA,5,2.5,100,NHS Dumfries and Galloway,Aug,2020
2020-08-09,S08000019,NA,1,Planned,NA,28,57,-50.9,NHS Forth Valley,Aug,2020
2020-08-09,S08000019,NA,2,Planned,NA,30,37,-18.9,NHS Forth Valley,Aug,2020
2020-08-09,S08000019,NA,3,Planned,NA,24,36.5,-34.2,NHS Forth Valley,Aug,2020
2020-08-09,S08000019,NA,4,Planned,NA,19,29.5,-35.6,NHS Forth Valley,Aug,2020
2020-08-09,S08000019,NA,5,Planned,NA,14,40.5,-65.4,NHS Forth Valley,Aug,2020
2020-08-09,S08000020,NA,1,Planned,NA,5,18.5,-73,NHS Grampian,Aug,2020
2020-08-09,S08000020,NA,2,Planned,NA,28,59,-52.5,NHS Grampian,Aug,2020
2020-08-09,S08000020,NA,3,Planned,NA,27,81,-66.7,NHS Grampian,Aug,2020
2020-08-09,S08000020,NA,4,Planned,NA,37,96,-61.5,NHS Grampian,Aug,2020
2020-08-09,S08000020,NA,5,Planned,NA,32,75,-57.3,NHS Grampian,Aug,2020
2020-08-09,S08000022,NA,1,Planned,NA,9,20.5,-56.1,NHS Highland,Aug,2020
2020-08-09,S08000022,NA,2,Planned,NA,17,26,-34.6,NHS Highland,Aug,2020
2020-08-09,S08000022,NA,3,Planned,NA,44,69,-36.2,NHS Highland,Aug,2020
2020-08-09,S08000022,NA,4,Planned,NA,17,43,-60.5,NHS Highland,Aug,2020
2020-08-09,S08000022,NA,5,Planned,NA,9,12.5,-28,NHS Highland,Aug,2020
2020-08-09,S08000024,NA,1,Planned,NA,51,82,-37.8,NHS Lothian,Aug,2020
2020-08-09,S08000024,NA,2,Planned,NA,87,137.5,-36.7,NHS Lothian,Aug,2020
2020-08-09,S08000024,NA,3,Planned,NA,58,102.5,-43.4,NHS Lothian,Aug,2020
2020-08-09,S08000024,NA,4,Planned,NA,94,106.5,-11.7,NHS Lothian,Aug,2020
2020-08-09,S08000024,NA,5,Planned,NA,88,127,-30.7,NHS Lothian,Aug,2020
2020-08-09,S08000029,NA,1,Planned,NA,18,28,-35.7,NHS Fife,Aug,2020
2020-08-09,S08000029,NA,2,Planned,NA,19,29.5,-35.6,NHS Fife,Aug,2020
2020-08-09,S08000029,NA,3,Planned,NA,15,19.5,-23.1,NHS Fife,Aug,2020
2020-08-09,S08000029,NA,4,Planned,NA,11,26,-57.7,NHS Fife,Aug,2020
2020-08-09,S08000029,NA,5,Planned,NA,14,21,-33.3,NHS Fife,Aug,2020
2020-08-09,S08000030,NA,1,Planned,NA,16,42,-61.9,NHS Tayside,Aug,2020
2020-08-09,S08000030,NA,2,Planned,NA,13,49.5,-73.7,NHS Tayside,Aug,2020
2020-08-09,S08000030,NA,3,Planned,NA,17,56.5,-69.9,NHS Tayside,Aug,2020
2020-08-09,S08000030,NA,4,Planned,NA,36,70.5,-48.9,NHS Tayside,Aug,2020
2020-08-09,S08000030,NA,5,Planned,NA,30,42.5,-29.4,NHS Tayside,Aug,2020
2020-08-09,S08000031,NA,1,Planned,NA,297,426.5,-30.4,NHS Greater Glasgow and Clyde,Aug,2020
2020-08-09,S08000031,NA,2,Planned,NA,152,251.5,-39.6,NHS Greater Glasgow and Clyde,Aug,2020
2020-08-09,S08000031,NA,3,Planned,NA,132,201,-34.3,NHS Greater Glasgow and Clyde,Aug,2020
2020-08-09,S08000031,NA,4,Planned,NA,138,173,-20.2,NHS Greater Glasgow and Clyde,Aug,2020
2020-08-09,S08000031,NA,5,Planned,NA,134,221.5,-39.5,NHS Greater Glasgow and Clyde,Aug,2020
2020-08-09,S08000032,NA,1,Planned,NA,66,65,1.5,NHS Lanarkshire,Aug,2020
2020-08-09,S08000032,NA,2,Planned,NA,57,59.5,-4.2,NHS Lanarkshire,Aug,2020
2020-08-09,S08000032,NA,3,Planned,NA,23,39.5,-41.8,NHS Lanarkshire,Aug,2020
2020-08-09,S08000032,NA,4,Planned,NA,33,38,-13.2,NHS Lanarkshire,Aug,2020
2020-08-09,S08000032,NA,5,Planned,NA,17,20.5,-17.1,NHS Lanarkshire,Aug,2020
2020-08-09,S92000003,d,1,Planned,NA,513,778,-34.1,Scotland,Aug,2020
2020-08-09,S92000003,d,2,Planned,NA,435,710.5,-38.8,Scotland,Aug,2020
2020-08-09,S92000003,d,3,Planned,NA,374,688.5,-45.7,Scotland,Aug,2020
2020-08-09,S92000003,d,4,Planned,NA,407,627,-35.1,Scotland,Aug,2020
2020-08-09,S92000003,d,5,Planned,NA,361,577,-37.4,Scotland,Aug,2020
2020-08-16,S08000015,NA,1,Planned,NA,14,31.5,-55.6,NHS Ayrshire and Arran,Aug,2020
2020-08-16,S08000015,NA,2,Planned,NA,14,29.5,-52.5,NHS Ayrshire and Arran,Aug,2020
2020-08-16,S08000015,NA,3,Planned,NA,11,19.5,-43.6,NHS Ayrshire and Arran,Aug,2020
2020-08-16,S08000015,NA,4,Planned,NA,7,15,-53.3,NHS Ayrshire and Arran,Aug,2020
2020-08-16,S08000015,NA,5,Planned,NA,11,11,0,NHS Ayrshire and Arran,Aug,2020
2020-08-16,S08000016,NA,2,Planned,NA,8,6,33.3,NHS Borders,Aug,2020
